company,job,location,time_posted,job_type,salary,job_description,link
Xprolabs,Senior Django Developer,Xprolabs • Lahore,,Full-time,,"Job description
Company Description
Established in 2019, XPROLABS is a technology, consultancy and services firm with a focal point of helping and assisting organizations to precedent amidst radical business and technology solutions.
Join our experienced entrepreneurs at a mission driven company that will improve the lives of millions. This is a place that allows employees to grow together and participate in th
...
e rewards of success.
Job Description
Xprolabs is looking for a Python (Django) developer who will be responsible participating in a complete project development life cycle from requirements gathering to project implementation, maintenance and support. You will be asked to suggest and implement software enhancements on existing solutions as well as work on bug fixes.
Qualifications
• Bachelor’s/Master’s degree in Computer Science (or equivalent experience)
• 1+ year of experience working with Python web frameworks, preferably Django
• Good understanding of server-side templating languages.
• Knowledge of object-relational mapping (ORM)
• Solid understanding of object-oriented programming
• Strong understanding of Database technologies.
• Good understanding of the syntax of Python and its nuances
• Familiarity with front-end technologies (like JavaScript and HTML5)
• Proficiency in code versioning tools, such as Git.
• Experience in developing RESTful API & web services.
• Knowledge of software development processes.
Additional Information
Plus points:
Basic Understanding of DevOps and cloud technologies like Docker and AWS
Familiarity with common libraries such as Celery , All Auth, Django Channels etc.","https://jobs.smartrecruiters.com/Xprolabs/743999911601973-senior-django-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://pk.indeed.com/viewjob?jk=c83022122187e643&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.glassdoor.com/job-listing/senior-django-developer-xprolabs-JV_IC3206630_KO0,23_KE24,32.htm?jl=1008985734043&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Mazcrop,"Python Developer (Odoo) Jobs in Lahore, Pakistan",Mazcrop • Lahore,,Full-time,,"Job description
We are seeking a talented Python Odoo Developer to join our dynamic team. As an integral part of our development team, you will be responsible for designing, implementing, and customizing Odoo modules to meet our clients' specific business requirements. You will collaborate closely with project managers, business analysts, and other developers to deliver high-quality solutions that exceed client e
...
xpectations.
Responsibilities:
• Design and develop custom Odoo modules based on client specifications.
• Customize and extend existing Odoo functionality to meet unique business needs.
• Integrate Odoo with third-party systems and applications.
• Participate in requirements analysis, solution design, and technical documentation.
• Troubleshoot and debug issues to ensure smooth deployment and operation of Odoo solutions.
• Stay updated on Odoo best practices, new features, and industry trends.
Benefits:
• Competitive salary commensurate with experience.
• Comprehensive health, dental, and vision insurance plans.
• Flexible work hours and remote work options.
• Opportunities for professional growth and development.
• Collaborative and inclusive work environment.
• Company-sponsored events and team outings.
If you are passionate about Python development and eager to work on challenging projects with a talented team, we would love to hear from you. Join us in shaping the future of business software solutions!
Apply Now at Mustakbil.com
This job was originally posted on Mustakbil.com","https://pk.jooble.org/jdp/-7876615759604745653?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://karachijobs.info/job/python-developer-odoo--lahore-mazcrop-aaf0ce3936-pakistan/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Glixen Technologies,Python Developer,Glixen Technologies • Lahore,,Full-time,,"Job description
Qualifications
The successful candidate will meet the following qualifications:
• 5+ years of programming experience in Python(Data Science and ML).
• Expertise in developing and maintaining data pipelines.
• Expertise in Object-Oriented Design Principals and Functional Programming Principals.
• Experience with common Python Data Engineering packages including Pandas, NumPy, Pytest, Matplotlib, S
...
eaborn etc. .
• Experience with web frameworks such as Django, Flask, or Fast API.
• Experience in implementing distributed computing systems.
• Hands-on experience on at AI/ML frameworks (eg. PyTorch, Tensorflow, etc)
• Experience in JavaScript (React,Next etc)
• Experience in designing modular, reusable software components.
• Experience in developing API endpoints and Micro-Services.
• Hands on experience with JIRA, Agile methodology, source code management - GIT, SVN etc.
• Proficiency in distributed software development (Kubernetes, docker, EKS)
• Hands on experience in AWS, GCP or Azure to deploy scalable apps.
• Must have Excellent communication skills.
Job Type: Full-time","https://pk.indeed.com/viewjob?jk=7d22303d53157ff4&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://fr.glassdoor.be/job-listing/python-developer-glixen-technologies-JV_IC3206630_KO0,16_KE17,36.htm?jl=1009403912422&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.glassdoor.com/job-listing/python-developer-glixen-technologies-JV_IC3206630_KO0,16_KE17,36.htm?jl=1009403912422&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Web Applications & Data Integration Company,Python Developer,Web Applications & Data Integration Company • Lahore,27 days ago,Full-time,,"Job description
WADIC is hiring Senior Python Developer
We deliver our customers peace of mind every day by helping them protect what they value most. Our passion for placing the customer at the center of everything we do is driving a transformational shift at WADIC. Operating as an Agile team as a USA based company, we are on the front edge of an IT transformation for how people work and deliver solutions. Our 
...
passion for placing the user at the center of everything we do is driving our incremental approach to software feature development and delivery.
Position Overview:
We are looking for a Senior Python Developer who is passionate about leveraging their expertise in Python and Django to develop cutting-edge solutions that drive our products forward. As a key member of our development team, you will collaborate closely with cross-functional teams to design, develop, and deploy robust and scalable web applications.
Responsibilities:
• Design, develop, and maintain high-quality Python codebase using Django framework.
• Collaborate with product managers, designers, and other developers to translate requirements into technical specifications.
• Implement best practices for software development, including code reviews, unit testing, and continuous integration.
• Optimize application performance and scalability.
• Troubleshoot and debug issues to ensure smooth operation of applications.
• Stay updated on emerging technologies and best practices in web development.
Requirements:
• Bachelor’s degree in Computer Science, Engineering, or related field.
• Proven experience (4+ years) as a Python Developer with a strong focus on web development.
• Extensive hands-on experience with Django framework.
• Proficiency in front-end technologies such as HTML, CSS, and JavaScript.
• Solid understanding of software development best practices, design patterns, and data structures.
• Experience with relational databases (e.g., PostgreSQL, MySQL).
• Strong problem-solving skills and attention to detail.
• Excellent communication and collaboration skills.
Nice to Have:
• Experience with cloud platforms such as AWS, Azure, or Google Cloud Platform.
• Familiarity with microservices architecture.
• Knowledge of containerization and orchestration tools like Docker and Kubernetes.
• Contribution to open-source projects or active participation in developer communities.
Industry
• IT Services and IT Consulting
Employment Type
Full-time
Job Type: Full-time
Pay: From Rs1.00 per month","https://pk.indeed.com/viewjob?jk=500fb25bc7983b08&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.glassdoor.com/job-listing/python-developer-wadic-JV_IC3206630_KO0,16_KE17,22.htm?jl=1009407767887&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Sharp Brains,Odoo Python Developer,Sharp Brains • Lahore,7 days ago,Full-time,,"Job description
About the job
About Us:
Sharp Brains Ltd is a UK based IT Managed Service provider company that specializes in delivering cutting-edge solutions and services to empower businesses with capable tech resources. We expertise in managing technical support and resources in several territories around the globe and around the clock.
Job Overview:
As an Odoo Developer, you will play a pivotal role in 
...
customizing, developing, and maintaining Odoo modules to meet the unique business requirements of our clients. You will collaborate closely with cross-functional teams to understand project needs, design effective solutions, and ensure the successful delivery of projects.
Key Responsibilities:
Customization and Development:
Integration:
Database Management:
Requirement Analysis:
Testing and Quality Assurance:
Documentation and Training:
Technical Support:
Key Requirements:
Experience: 5-6 years of hands-on experience as an Odoo Developer, with a proven track record of successful Odoo module development and customization.
Technical Skills:
Integration Expertise:
Analytical Skills:
Communication and Collaboration:
Team Player:
Qualifications:
Benefits:",https://www.iitjobs.com/job/odoo-python-developer-lahore-punjab-pakistan-sharp-brains-25090?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Smart Placement (Pvt) Ltd,Python Developer (Remote),Smart Placement (Pvt) Ltd • Lahore,,Full-time,,"Job description
Job Description:
We are looking for a skilled Python Developer to join our team. In this role, you will be responsible for designing, developing, and maintaining Python-based applications and services. You will work closely with other developers, data scientists, and product managers to build high-quality software that meets our business needs.
Responsibilities:
• Application Development:
• Desi
...
gn, develop, and maintain scalable and efficient Python applications and services.
• Write clean, maintainable, and well-documented code following best practices and coding standards.
• Develop and integrate with APIs, databases, and third-party services.
• System Design and Architecture:
• Contribute to the design and architecture of software solutions, ensuring scalability, performance, and reliability.
• Implement and maintain software design patterns and architectural principles.
• Collaboration and Communication:
• Work closely with product managers, UX/UI designers, and other stakeholders to understand and translate requirements into technical solutions.
• Collaborate with team members on code reviews, pair programming, and knowledge sharing.
• Participate in Agile development processes, including sprint planning, daily stand-ups, and retrospectives.
• Testing and Quality Assurance:
• Write and maintain unit and integration tests to ensure code quality and application stability.
• Debug and troubleshoot issues, providing timely resolutions and fixes.
• Continuous Improvement:
• Stay up-to-date with the latest trends and advancements in Python development and related technologies.
• Propose and implement improvements to enhance application performance and development processes.
Requirements:
• Technical Skills:
• Proven experience with Python and its frameworks (e.g., Django, Flask).
• Strong understanding of web frameworks, RESTful APIs, and microservices architecture.
• Experience with database systems (both SQL and NoSQL) and data modeling.
• Familiarity with version control systems like Git and CI/CD pipelines.
• Knowledge of containerization (e.g., Docker) and cloud platforms (e.g., AWS, Google Cloud) is a plus.
• Experience:
• 3+ years of professional experience in Python development.
• Experience working on large-scale applications and managing software lifecycles.
• Soft Skills:
• Excellent problem-solving and analytical skills.
• Strong communication and teamwork abilities.
• Ability to work independently and manage time effectively in a fast-paced environment.
Job Type: Full-time",https://pk.indeed.com/viewjob?jk=a752999ea9d3b723&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Transcure,Python Developer,Transcure • Lahore,14 days ago,Full-time,,"Job description
Job Description:
We are seeking an experienced Python Developer to join our team. As a Python Developer, you will be responsible for developing and maintaining robust, scalable, and high-performance applications using Python. The ideal candidate should have a minimum of 2 years of professional experience in Python development.
Requirements:
1. Minimum of 2 years of professional experience as a 
...
Python Developer.
2. Excellent communication and collaboration abilities.
3. Experience with web frameworks such as Django & working with REST APIs
4. Proficiency in working with relational databases, such as PostgreSQL.
5. Experience with working with cloud technologies like AWS, particularly for ETL and building Data Pipelines (e.g., Lambda, Athena Queries, Glue)
6. Familiarity with front-end technologies like React.js
7. Ability to use version control systems, such as Git.
8. Solid understanding of software development lifecycle and Agile methodologies.
9. Strong problem-solving and analytical skills.
Good to Have:
1. Experience in US Healthcare Industry will be a plus.
2. Knowledge in AI & Machine Learning will be a plus.
3. Bachelor's degree in Computer Science, Engineering, or a related field (preferred).
Job Type: Full-time","https://pk.indeed.com/viewjob?jk=4d60dc190acabdb9&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.glassdoor.com/job-listing/python-developer-transcure-JV_IC3206630_KO0,16_KE17,26.htm?jl=1009423334527&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.getpakjob.com/jobs/view/python-developer-57?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Tanbits,Python Developer,Tanbits • Lahore,19 days ago,Full-time,,"Job description
We are looking for a Python Developer to join our engineering team and help us develop and maintain various software products. Python Developer responsibilities include writing and testing code, debugging programs and integrating applications with third-party web services. To be successful in this role, you should have experience using server-side logic and work well in a team. Ultimately, you’ll 
...
build highly responsive web applications that align with our business needs.
Duties & Responsibilities:
• Write effective, scalable code
• Develop back-end components to improve responsiveness and overall performance
• Integrate user-facing elements into applications
• Test and debug programs
• Improve functionality of existing systems
• Implement security and data protection solutions
• Assess and prioritize feature requests
• Coordinate with internal teams to understand user requirements and provide technical solutions
Must Have:
• 3+ years of work experience as a Python Developer
• Expertise in at least one popular Python framework (like Django, Flask or Pyramid)
• Knowledge of object-relational mapping (ORM)
• Familiarity with front-end technologies (like JavaScript and HTML5)
• Team spirit
• Good problem-solving skills
• BSc in Computer Science, Engineering or relevant field
Perks & Benefits:
• 30 Annual Holidays
• Medical allowance
• Training Fund
• Vehicle Lease
• Optional work from home
• Advance Salary
• Personal Loans
• Company wide dinners
• Bi-annual recreational tours
• Performance based bonus
• Lunch facility
Job Type: Full-time
Pay: Up to Rs300,000.00 per month
Ability to commute/relocate:
• Lahore: Reliably commute or planning to relocate before starting work (Required)
Experience:
• python developer: 3 years (Required)","https://pk.indeed.com/viewjob?jk=c5940ec7a0b29425&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.glassdoor.com/job-listing/python-developer-tanbits-JV_IC3206630_KO0,16_KE17,24.htm?jl=1009417037997&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.emprego.pt/jobs/show/30491856292759165267186576089?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
ArhamSoft,"Python Developer Jobs in Lahore, Pakistan",ArhamSoft • Lahore,,Full-time,,"Job description
Job Description: Evening Python Developer in Lahore for Accounting Industry
Responsibilities:
- Develop and maintain Python applications for accounting systems
- Collaborate with cross-functional teams to design and implement new features
- Troubleshoot and resolve issues in existing software
- Participate in code reviews and provide feedback to team members
Apply Now at Mustakbil.com
This job 
...
was originally posted on Mustakbil.com","https://pk.jooble.org/jdp/4850150118303815202?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://pk.expertini.com/jobs/job/python-developer-lahore-arhamsoft-1398-40400/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Emblem Technologies,Python Developer,Emblem Technologies • Lahore,,Full-time,,"Job description
Working Experience: 6+ years.
Requirements:
1) Hands-on experience with Python, Async.io, and Fast API.
2) Design and develop non-blocking I/O operations with concurrency.
3) Experience with messaging queue systems such as RabbitMQ, ZeroMQ, and MQTT.
4) In-depth knowledge of designing and developing event-driven architectures
5) Hands-on with Linux operating systems.
6) Optimizations for CP
...
U resources
7) Bash scripting, cron jobs, Linux scripting
Apply at zoha.javaid@emblemtechnologies.co with the subject line: Python Developer:
It is a hybrid job.
Office location: DHA, phase 5, Lahore.","https://pk.linkedin.com/jobs/view/python-developer-at-emblem-technologies-3946443159?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.getpakjob.com/jobs/view/python-developer-85?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
OptimaGeeks,AI ENGINEER (PYTHON),OptimaGeeks • Lahore,6 days ago,Full-time,,"Job description
Job Description
We are looking for a talented AI Developer to join our dynamic team.
Responsibilities:
• Strong proficiency in Python, NLP, and experience with conversational AI models.
• Develop and optimize ML algorithms in Python.
• Clean and preprocess large datasets for model training.
• Knowledge of ML concepts and frameworks (TensorFlow, PyTorch).
• Familiarity with data processing tools 
...
(NumPy, pandas)
• Experience with processing and analyzing text data, and the ability to extract meaningful information from unstructured data.
• Familiarity with the requirements for integrating AI models into applications.
• Deep Learning Architectures
• Data Preprocessing and Feature Engineering
• Experience with model deployment and containerization (Docker)
Additional Skills:
• NLP or CV experience is a plus.
• Cloud platform knowledge (AWS, Azure, GCP)
• Analytical and collaborative mindset.
• Eagerness to learn and adapt to emerging AI technologies.
Skills Required:
• Analytical and collaborative mindset
• Excellent verbal and written communication skills
• Excellent problem-solving skills
• Attention to detail and meeting specific deadlines
• Thorough understanding of technology, technical roles and technical skills
Education & Experience Required:
• Bachelor’s degree in IT
• 1 Year",https://www.iitjobs.com/job/ai-engineer-python-lahore-pakistan-optimageeks-20938?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Digital Cave,ERP Next Developer,Digital Cave • Lahore,,Full-time,Rs 75K–Rs 125K a month,"Job description
We are looking for an ERP Next Developer with a minimum 02 years of experience
The candidate will be required to Design, Configure, Build, Test, Deploy and Maintain ERPNext and Frappe-based applications
• Gathering technical requirements for internal and external customers.
• Creation of documentation for software development and testing
• Participation and use of Agile development methodologies
...
• Drive continuous improvement in development and operations best practices
• Ability to convey complex information in both written and oral form to technical and non-technical audiences
• We are looking to create our own Whitelabel ERP using ERP Next you must be willing and understand this huge undertaking
Requirements Technical qualifications:
• BS in computer science or equivalent preferred
• Experience in Frappe, ERPNext, JS, MySQL, Python & Frappe-based web development.
• Hands-on Product development over Frappe Framework, ERPNext
• Experience with workflows, access controls, page layouts, custom objects, custom record types, reports, and dashboards design and development.
• OOP concepts and Backend Development Experience.
• Hands-on experience with MySQL and MariaDB.
• Experience with one or more ERPNext Modules like Human Resources, CRM,
• Buying, Selling, Asset Management, Stock, Buying, Accounting, and Project.",https://jobee.pk/jobdetail/erp-next-developer-4dcc0a9d82bb0a9f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Hoboetech,Python Django Developer,Hoboetech • Lahore,,Full-time,,"Job description
We are looking for a software engineer with Django and Python Programming Development Skills. Our ideal Python developer will join us with a solid understanding of the language, a solid understanding of common frameworks, a drive to keep up to date with development trends, strong organizational skills, and an ability to learn quickly. Experience with machine learning and Google cloud is a huge plu
...
s!
Responsibilities
Write reusable and efficient code.
Ensure and implement balancing, usability, and automation.
Implement data protection methods and implement low-latency performance applications.
Integrate user-facing elements with server-side logic and data storage solutions.
Integrate data storage solutions which may include databases, key-value stores, etc.
Collaborate with the team to provide technical solutions and implement new software features.
Knowledge of scrappy development.
Communicate with clients and team members.
Requirements
At least a bachelor’s degree in CS/SE/IT.
At least 2-3 years of Python experience and frameworks such as Django and Scrappy.
Experience working in Google Cloud Platform, Google Cloud Compute Engine, Google Cloud Storage, and Virtual Machine configurations using a Linux environment.
Familiarity with some ORM libraries.
Able to integrate multiple data sources and databases into one system.
Understanding of server-side temptation language, multi-process architecture, and limitations of Python.
Familiar with Selenium and other browser automation tools.
Strong knowledge of fundamental design principles of an application, user authentication, and authorization between multiple systems, servers, and environments.
Solid unit test and debugging skills.
Should be able to work on multi-threaded applications.
Distinguish between multiple delivery platforms.
Hands-on experience with HTML, CSS, JavaScript, NodeJs, and MySQL.
Experience in Mongo dB would be a plus.
Good communication skills.
The company offers a very good salary package with an excellent office environment. Also, paid holidays and recreational activities, indoor games, and a friendly environment. The company also offers Annual Bonuses and Appraisals depending on performance. Hoboetech believes in Growth, Promotion, recognition, and rewards. So apply with full confidence and show us your expertise for us to take care of your future.
Benefits.
Medical
Gaming Arena
Appraisals
Provident Fund
Bonuses
Incentives
Dinners
Road Trips
Paid Holidays
Inflation Petrol Allowance",https://hoboetech.net/jobs/python-django-developer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
RANK BPO,Senior Python Developer,RANK BPO • Lahore,30 days ago,Full-time,Rs 80K–Rs 100K a month,"Job description
Experience Level: Mid-Level (2-3 years of proven experience)
About
RANK BPO is at the forefront of technological innovation, leveraging cutting-edge AI and machine learning to solve real-world problems. We are looking for a talented React and Python Developer to join our dynamic team. If you have a passion for AI/ML and a knack for creating intuitive and efficient user interfaces, we would love 
...
to hear from you.
Responsibilities:
- Develop and maintain front-end applications using React.js.
- Build robust back-end systems with Python.
- Design and implement AI and ML models using TensorFlow and OpenCV.
- Collaborate with cross-functional teams to define, design, and ship new features.
- Optimize applications for maximum speed and scalability.
- Conduct code reviews and provide constructive feedback to team members.
- Stay up-to-date with emerging technologies and industry trends.
Requirements:
- Bachelor’s degree in Computer Science, Engineering, or a related field.
- 2-3 years of proven experience in front-end development using React.js.
- 2-3 years of experience in back-end development with Python.
- Strong expertise in TensorFlow and OpenCV.
- Solid understanding of AI and machine learning concepts.
- Experience with RESTful APIs and third-party libraries.
- Proficient in Git and version control systems.
- Excellent problem-solving skills and attention to detail.
- Strong communication and teamwork abilities.
Benefits:
- Competitive salary and performance bonuses.
- Professional development opportunities.
- Collaborative and innovative work environment.
MON TO FRIDAY
7PM TO 4AM
NIGHT SHIFT
Job Type: Full-time
Pay: Rs80,000.00 - Rs100,000.00 per month",https://pk.indeed.com/viewjob?jk=38b77e5ce32619bd&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Gravetech,Senior Python Developer / Python Developer,Gravetech • Lahore,,Full-time,Rs 30K–Rs 205K a month,"Job description
We are looking for a part-time Senior Python Developer / Python Developer
• Write effective, scalable code
• Develop back-end components to improve responsiveness and overall performance
• Integrate user-facing elements into applications
• Test and debug programs
• Improve functionality of existing systems","https://jobee.pk/jobdetail/senior-python-developer-python-developer-5e5309fa1c2b905b?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.emprego.pt/en/jobs/show/30366041436949305744884192762?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Creative Dots,Full Stack Developer,Creative Dots • Lahore,,Full-time,,"Job description
Job Description:
• Design, develop, test, and deploy scalable web applications.
• Collaborate with cross-functional teams to define, design, and implement new features.
• Implement responsive and intuitive user interfaces using HTML, CSS, and JavaScript frameworks (React, Angular, or Vue).
• Build robust server-side applications using languages such as Node.js, Python, or Java.
• Develop and maint
...
ain databases, ensuring optimal performance and data integrity.
• Design and implement RESTful APIs to facilitate seamless communication between front-end and back-end systems.
• Conduct code reviews to ensure code quality and adherence to coding standards.
• Write unit and integration tests to guarantee application reliability and performance.
• Work closely with product managers, UX/UI designers, and stakeholders to understand project requirements.
Requirements:
• Bachelor's degree in Computer Science, Software Engineering, or a related field.
• Minimum of 1 year of professional experience as a Full Stack Developer.
• Proven experience as a Full Stack Developer or similar role.
• Strong proficiency in front-end technologies: HTML5, CSS3, JavaScript, and popular frameworks (React, Angular, or Vue).
• In-depth knowledge of back-end programming languages (Node.js, Python, Java, etc.).
• Experience with relational (MySQL, PostgreSQL) and NoSQL (MongoDB, Cassandra) databases.
• Familiarity with version control systems (Git) and CI/CD pipelines.
• Understanding of server-side templating languages (EJS, Jinja, etc.).
• Strong problem-solving and troubleshooting skills.
• Excellent communication and collaboration abilities.",https://creative-dots.com/jobs/full-stack-developer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Algo,Python/SQL Developer,Algo • Lahore,,Full-time,,"Job description
Qualifications Needed:
• 2+ years of hands-on expertise in Python programming
• Solid experience in SQL & query writing
• Must have expertise in PySpark/Databricks
• Experience in cloud services like AWS/Azure
• Strong expertise in data analysis
• Strong expertise in debugging and code analysis
• Good communication skills in both oral and written.
Job Responsibilities:
• Development and support a
...
ctivities for DP/IP and AWS core platform
• Interacting with internal user and client user of the systems to help resolve issues and respond to questions
• Provide and assist in project management including task and issues status updates
• Bi-weekly participating in QA testing for deployment
• Help other team members in understanding the requirements or issues being worked on","https://pk.indeed.com/viewjob?jk=68492a65835c7212&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.glassdoor.com/job-listing/python-sql-developer-algo-JV_IC3206630_KO0,20_KE21,25.htm?jl=1008875875801&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.glassdoor.com.ar/job-listing/python-sql-developer-algo-JV_IC3206630_KO0,20_KE21,25.htm?jl=1008875875801&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
DevBatch (Pvt.) Ltd.,Principal Software Engineer - Python,DevBatch (Pvt.) Ltd. • Lahore,,Full-time,Rs 250K–Rs 300K a month,"Job description
Company Profile:
DevBatch, the technology partner of Fortune companies, for IT strategy consulting and comprehensive technology roadmaps to the end-to-end development of scalable solutions, delivering full-cycle software development services that adapt seamlessly to project requirements and business needs.
Job Description:
We are seeking a highly skilled and experienced Principal Software Engin
...
eer proficient in Python to join our dynamic team. As a Principal Software Engineer, you will play a crucial role in designing, developing, and maintaining high-quality software solutions. You will work closely with cross-functional teams to deliver scalable and efficient software applications that meet our clients' needs.
Responsibilities:
• Lead the design and architecture of complex software systems, ensuring adherence to industry best practices and standards.
• Collaborate with product managers and stakeholders to understand business requirements and translate them into technical solutions.
• Mentor and guide a team of software engineers, providing technical leadership and fostering a culture of innovation and continuous improvement.
• Participate in code reviews to ensure code quality, performance, and adherence to coding standards.
• Develop high-quality, scalable, and maintainable software modules and components using Python and related technologies.
• Conduct thorough testing and debugging of software applications, identifying and resolving issues in a timely manner.
• Collaborate with cross-functional teams, including UX/UI designers, software testers, and DevOps engineers, to ensure seamless integration and deployment of software solutions.
• Stay up-to-date with emerging technologies, trends, and industry best practices in software engineering and incorporate them into the development process.
• Provide technical guidance and support to junior team members, helping them enhance their skills and achieve project goals.
• Collaborate with project managers to estimate project timelines, identify risks, and propose mitigation strategies.
• Contribute to the improvement of development processes, tools, and methodologies to enhance productivity and efficiency.
Requirements:
• Bachelor's degree in Computer Science, Software Engineering, or a related field. Master's degree is a plus.
• Minimum 8+ years of professional experience in software development, with a strong focus on Python.
• Proven expertise in designing and developing scalable and high-performance software systems using Python.
• In-depth knowledge of Python frameworks such as Django or Flask.
• Proficient in designing and working with relational databases (e.g., MySQL, PostgreSQL) and NoSQL databases (e.g., MongoDB, Redis).
• Strong understanding of software architecture principles, design patterns, and best practices.
• Experience with cloud platforms such as AWS, Azure, or Google Cloud.
• Familiarity with front-end technologies such as HTML, CSS, and JavaScript.
• Excellent problem-solving and analytical skills, with the ability to troubleshoot complex issues.
• Strong communication skills, with the ability to collaborate effectively with cross-functional teams and stakeholders.
• Experience in leading and mentoring software engineering teams is highly desirable.
• Proven ability to work in an Agile/Scrum development environment.",https://jobee.pk/jobdetail/principal-software-engineer-python-0f14ef2163f9dc5c?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Zepto Systems Limited,Senior Backend Developer (Python/NodeJS),Zepto Systems Limited • Lahore,,Full-time,,"Job description
Location: Lahore, Pakistan
Job Type: Full-time, On-site
Job Description:
Responsibilities:
Design, develop, and maintain backend systems and services.
Create and manage Telegram bots and integrate them with backend services.
Collaborate with front-end developers to integrate user-facing elements with server-side logic.
Develop and optimize databases, ensuring high performance and responsive
...
ness to requests.
Write clean, maintainable, and efficient code in Node.js and Python.
Implement security and data protection measures.
Conduct code reviews and provide constructive feedback to team members.
Troubleshoot, debug, and upgrade existing systems.
Stay up-to-date with industry trends and technologies to ensure our stack remains modern and efficient.
Lead and mentor junior developers, fostering a culture of continuous learning and improvement.
Requirements:
Bachelor’s or Master’s degree in Computer Science, Engineering, or a related field.
Proven experience as a Senior Backend Engineer or similar role.
Extensive experience with Telegram bot development and integration.
Proficient in Node.js and Python.
Strong understanding of database management and experience with SQL and NoSQL databases.
Experience in designing and implementing RESTful APIs.
Knowledge of microservices architecture and containerization technologies such as Docker and Kubernetes.
Familiarity with cloud services (AWS, Azure, or Google Cloud Platform).
Strong problem-solving skills and the ability to work independently and as part of a team.
Excellent communication and leadership skills.
Preferred Qualifications:
Experience with message brokers (e.g., RabbitMQ, Kafka).
Knowledge of front-end technologies (e.g., HTML, CSS, JavaScript) is a plus.
Prior experience working in an Agile development environment.
Familiarity with DevOps practices and CI/CD pipelines.
Job Type: Full-time","https://pk.indeed.com/viewjob?jk=bf314c749d818f3a&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic, https://www.glassdoor.com/job-listing/senior-backend-developer-python-nodejs-zepto-systems-limited-JV_IC3206630_KO0,38_KE39,60.htm?jl=1009355856621&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
